name,date,lsp_name,lsp_type,orbit,location,pad_name,Latitude,Longitude,location_launch_attempt_count,pad_launch_attempt_count,agency_launch_attempt_count,location_launch_attempt_count_year,pad_launch_attempt_count_year,agency_launch_attempt_count_year,image,landing,mission_type
"Soyuz 2.1b/Fregat-M | Gonets-M33, Gonets-M34, Gonets-M35 & Skif-D",2022-10-22,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Vostochny Cosmodrome, Siberia, Russian Federation",Cosmodrome Site 1S,51.884395,128.333932,12,12,307,1,1,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1b2ffr_image_20230802085359.jpg,,Communications
LVM-3 | OneWeb 14,2022-10-22,Indian Space Research Organization,Government,PO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre Second Launch Pad,13.7199,80.2304,83,23,79,4,2,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/gslv2520mk2520iii_image_20190604000938.jpg,,Communications
Soyuz 2.1v/Volga | Kosmos 2561 & Kosmos 2562,2022-10-21,Russian Space Forces,Government,SSO,"Plesetsk Cosmodrome, Russian Federation",43/4 (43R),62.92883,40.457098,1656,312,127,10,5,8,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz25202-1v_image_20191122081651.jpg,,Government/Top Secret
Falcon 9 Block 5 | Starlink Group 4-36,2022-10-20,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,862,157,200,32,24,48,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20220821074548.png,ASOG,Communications
Angara 1.2 | EMKA-3 (Kosmos 2560),2022-10-15,Khrunichev State Research and Production Space Center,Government,SSO,"Plesetsk Cosmodrome, Russian Federation",35/1,62.927319,40.574897,1655,6,191,9,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/angara25201.2_image_20190224012254.jpeg,,Government/Top Secret
Falcon 9 Block 5 | Hotbird 13F,2022-10-15,SpaceX,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,861,156,199,31,23,47,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon_9_image_20230807133459.jpeg,JRTI,Communications
Long March 2D | Yaogan 36 Group 02,2022-10-14,China Aerospace Science and Technology Corporation,Government,LEO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,178,76,391,11,8,39,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Government/Top Secret
Long March 2C | 5 m S-SAR-01 (Huanjing-2E),2022-10-12,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,112,63,390,11,7,38,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/long2520march_image_20230809064145.jpeg,,Earth Science
Proton-M/Blok DM-03 | AngoSat-2,2022-10-12,Russian Federal Space Agency (ROSCOSMOS),Government,Direct-GEO,"Baikonur Cosmodrome, Republic of Kazakhstan",81/24 (81P),46.071001,62.984999,1535,91,306,6,1,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/proton-m_image_20191211081456.jpeg,,Communications
Soyuz 2.1b/Fregat | Glonass-K1 No. 17 (Kosmos 2559),2022-10-10,Russian Space Forces,Government,MEO,"Plesetsk Cosmodrome, Russian Federation",43/3 (43L),62.9273,40.45,1654,225,126,8,3,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1b2ffr_image_20230802085343.jpg,,Navigation
Long March 2D | Advanced Space-borne Solar Observatory (ASO-S),2022-10-08,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,175,93,389,18,10,37,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Heliophysics
Falcon 9 Block 5 | Galaxy 33 & 34,2022-10-08,SpaceX,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,860,155,198,30,22,46,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon_9_image_20230807133459.jpeg,ASOG,Communications
Electron | It Argos Up From Here,2022-10-07,Rocket Lab,Commercial,SSO,"Onenui Station, Mahia Peninsula, New Zealand",Rocket Lab Launch Complex 1B,-39.262833,177.864469,31,5,31,8,5,8,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/electron25202_image_20230824194434.jpeg,PAC,Technology
Long March 11 | CentiSpace-1 S5 & S6,2022-10-07,China Aerospace Science and Technology Corporation,Government,LEO,Sea Launch,DeFu-15002 mobile launch platform,36.631333,121.198361,43,1,388,2,1,36,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march252011_image_20190222031217.jpeg,,Navigation
Falcon 9 Block 5 | Starlink Group 4-29,2022-10-05,SpaceX,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,705,97,197,12,10,45,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20221001060433.png,OCISLY,Communications
Falcon 9 Block 5 | Crew-5,2022-10-05,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,208,151,196,14,14,44,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20221002021819.jpeg,JRTI,Human Exploration
Atlas V 531 | SES-20 & SES-21,2022-10-04,United Launch Alliance,Commercial,Direct-GEO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,859,108,155,29,6,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas2520v2520531_image_20190222030726.jpeg,,Communications
Firefly Alpha | FLTA002 (To The Black),2022-10-01,Firefly Aerospace,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 2W,34.7556,-120.6224,704,94,2,11,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/firefly_alpha_image_20210429094607.jpg,,Test Flight
Long March 6 | Shiyan 16 A/B & Shiyan 17,2022-09-26,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 16,38.868222,111.58024,111,11,387,10,2,35,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_6_image_20210709074933.jpg,,Government/Top Secret
Long March 2D | Yaogan 36,2022-09-26,China Aerospace Science and Technology Corporation,Government,LEO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,177,75,386,10,7,34,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Government/Top Secret
Falcon 9 Block 5 | Starlink Group 4-35,2022-09-24,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,858,154,195,28,21,43,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20220819070146.png,ASOG,Communications
Kuaizhou-1A | Shiyan 14 & Shiyan 15,2022-09-24,ExPace,Commercial,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Mobile Launcher Pad,38.890002,111.608129,110,2,19,9,1,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/kuaizhou_image_20191027094423.jpeg,,Government/Top Secret
Delta IV Heavy | NROL-91,2022-09-24,United Launch Alliance,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 6,34.5815,-120.6262,703,14,154,10,1,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/delta_iv_heavy_image_20210426103838.jpg,,Government/Top Secret
Soyuz 2.1a | Soyuz MS-22,2022-09-21,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1534,404,305,5,5,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1a_image_20230805184309.jpg,,Human Exploration
Long March 2D | Yunhai-1-03,2022-09-20,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,174,92,385,17,9,33,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Earth Science
Falcon 9 Block 5 | Starlink Group 4-34,2022-09-19,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,857,153,194,27,20,42,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20220810084439.png,JRTI,Communications
Electron | The Owl Spreads Its Wings,2022-09-15,Rocket Lab,Commercial,SSO,"Onenui Station, Mahia Peninsula, New Zealand",Rocket Lab Launch Complex 1B,-39.262833,177.864469,30,4,30,7,4,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/electron_image_20190705175640.jpeg,PAC,Earth Science
Long March 7A | ChinaSat 1E,2022-09-13,China Aerospace Science and Technology Corporation,Government,GTO,"Wenchang Space Launch Site, People's Republic of China",201,19.618452,110.955356,19,11,384,4,3,32,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_7a_image_20210311201838.jpg,,Communications
Falcon 9 Block 5 | Starlink Group 4-2 & BlueWalker 3,2022-09-11,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,207,150,193,13,13,41,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20220602070819.png,ASOG,Communications
Ariane 5 ECA+ | Eutelsat Konnect VHTS,2022-09-07,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,315,115,310,4,2,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane_5_eca25_image_20200220090552.jpeg,,Communications
Long March 2D | Yaogan 35 Group 05,2022-09-06,China Aerospace Science and Technology Corporation,Government,LEO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,176,74,383,9,6,31,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Government/Top Secret
Kuaizhou-1A | CentiSpace-1 S3 & S4,2022-09-06,ExPace,Commercial,LEO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 95A,40.969117,100.343333,173,33,18,16,5,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/kuaizhou_image_20191027094423.jpeg,,Navigation
Falcon 9 Block 5 | Starlink Group 4-20 & Varuna-TDM,2022-09-05,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,856,152,192,26,19,40,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20220523091143.png,JRTI,Communications
Long March 4C | Yaogan 33-02,2022-09-02,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,172,91,382,15,8,30,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_4c_image_20230801172338.jpeg,,Government/Top Secret
Falcon 9 Block 5 | Starlink Group 3-4,2022-08-31,SpaceX,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,702,96,191,9,9,39,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20220803024417.png,OCISLY,Communications
Falcon 9 Block 5 | Starlink Group 4-23,2022-08-28,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,855,151,190,25,18,38,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20220722061450.png,ASOG,Communications
Long March 2D | Beijing-3B,2022-08-24,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,109,62,381,8,6,29,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Earth Science
Kuaizhou-1A | Chuangxin-16,2022-08-23,ExPace,Commercial,LEO,"Xichang Satellite Launch Center, People's Republic of China",Mobile Launcher Pad,28.242774,102.032944,175,3,17,8,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/kuaizhou_image_20191027094423.jpeg,,Government/Top Secret
Falcon 9 Block 5 | Starlink Group 4-27,2022-08-19,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,854,150,189,24,17,37,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20220722151528.png,ASOG,Communications
Long March 2D | Yaogan 35 Group 04,2022-08-19,China Aerospace Science and Technology Corporation,Government,LEO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,174,73,380,7,5,28,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Government/Top Secret
Falcon 9 Block 5 | Starlink Group 3-3,2022-08-12,SpaceX,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,701,95,188,8,8,36,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20220630114044.png,OCISLY,Communications
"Long March 6 | Jilin-1 High Resolution 03D-09, 35 to 43 & Infrared A01 to 06",2022-08-10,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 16,38.868222,111.58024,108,10,379,7,1,27,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_6_image_20210709074933.jpg,,Earth Science
Falcon 9 Block 5 | Starlink Group 4-26,2022-08-10,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,206,149,187,12,12,35,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20220523085338.png,ASOG,Communications
Soyuz 2.1b/Fregat-M | Khayyam & rideshare,2022-08-09,Russian Federal Space Agency (ROSCOSMOS),Government,SSO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1533,403,304,4,4,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1b2ffr_image_20230802085359.jpg,,Earth Science
Ceres-1 | Taijing-1-01 & 02,2022-08-09,Galactic Energy,Commercial,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 95A,40.969117,100.343333,171,32,3,14,4,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ceres-1_image_20230722081939.jpeg,,Earth Science
Falcon 9 Block 5 | Danuri (KPLO - Korean Pathfinder Lunar Orbiter),2022-08-04,SpaceX,Commercial,Elliptical,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,853,149,186,23,16,34,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon_9_image_20230807133459.jpeg,JRTI,Lunar Exploration
Long March 2F/G | Chinese Reusable Space Vehicle,2022-08-04,China Aerospace Science and Technology Corporation,Government,LEO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-1 / 921),40.957893,100.290944,170,18,378,13,2,26,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_2_image_20210908195835.jpeg,,Government/Top Secret
New Shepard | NS-22,2022-08-04,Blue Origin,Commercial,Sub,"Corn Ranch, Van Horn, TX, USA",West Texas Suborbital Launch Site/ Corn Ranch,31.422878,-104.757121,22,22,22,3,3,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/new2520shepard_image_20190207032624.jpeg,CR,Tourism
Atlas V 421 | SBIRS GEO-6,2022-08-04,United Launch Alliance,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,852,107,153,22,5,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/atlas2520v252_image_20220804055901.jpeg,,Government/Top Secret
Electron | Antipodean Adventure (NROL-199),2022-08-04,Rocket Lab,Commercial,LEO,"Onenui Station, Mahia Peninsula, New Zealand",Rocket Lab Launch Complex 1B,-39.262833,177.864469,29,3,29,6,3,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/electron25202_image_20231125060541.jpeg,PAC,Government/Top Secret
Long March 4B | Terrestrial Ecosystem Carbon Inventory Satellite (TECIS),2022-08-04,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,107,61,377,6,5,25,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25204_image_20190430065008.jpg,,Earth Science
Soyuz 2.1v/Volga | Kosmos 2558,2022-08-01,Russian Space Forces,Government,PO,"Plesetsk Cosmodrome, Russian Federation",43/4 (43R),62.92883,40.457098,1653,311,125,7,4,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz25202-1v_image_20191122081651.jpg,,Government/Top Secret
Long March 2D | Yaogan 35 Group 03,2022-07-29,China Aerospace Science and Technology Corporation,Government,LEO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,173,72,376,6,4,24,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Government/Top Secret
Kinetica 1 | Maiden Flight,2022-07-27,CAS Space,Commercial,,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 130,40.8182,100.22514,169,1,1,12,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/zhongke-1a_image_20220912002218.png,,
Falcon 9 Block 5 | Starlink Group 4-25,2022-07-24,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,205,148,185,11,11,33,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20220523085618.png,ASOG,Communications
Long March 5B | Wentian,2022-07-24,China Aerospace Science and Technology Corporation,Government,LEO,"Wenchang Space Launch Site, People's Republic of China",101,19.614334,110.951011,18,8,375,3,1,23,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_5b_image_20210428182650.JPG,,Human Exploration
